,Date,Adj Close,Close,High,Low,Open,Volume,Year,Month,Day,Close_MA30,Close_MA60,Volatility_30
19,2020-01-30,72.44986725,72.71250153,72.76249695,71.75,71.90499878,27110000,2020,1,30,71.816425323,71.816425323,
20,2020-01-31,71.38024139,71.63899994,73.48349762,71.35299683,73.39299774,43822000,2020,1,31,71.8079764952381,71.8079764952381,
21,2020-02-03,73.86224365,74.12999725,74.31500244,72.83049774,73.08249664,71636000,2020,2,3,71.91352289318182,71.91352289318182,
23,2020-02-05,72.04134369,72.30249786,73.22899628,71.48400116,73.18049622,36376000,2020,2,5,71.93043484826087,71.93043484826087,
24,2020-02-06,73.53194427,73.79850006,74.07800293,72.52400208,72.59899902,37822000,2020,2,6,72.00827089875,72.00827089875,
25,2020-02-07,73.68836975,73.95549774,74.26249695,73.27050018,73.36949921,28360000,2020,2,7,72.0861599724,72.0861599724,
26,2020-02-10,75.16054535,75.43299866,75.44400024,73.76000214,73.8615036,38302000,2020,2,10,72.2148845373077,72.2148845373077,
27,2020-02-11,75.23027802,75.50299835,76.4940033,75.27249908,75.66349792,34852000,2020,2,11,72.33666653037037,72.33666653037037,
28,2020-02-12,75.65724182,75.9315033,76.01499939,75.4335022,75.79299927,31042000,2020,2,12,72.46505355785715,72.46505355785715,
29,2020-02-13,75.39618683,75.66950226,76.29750061,75.19999695,75.5,22914000,2020,2,13,72.57555178896551,72.57555178896551,
30,2020-02-14,75.66221619,75.93650055,76.00250244,75.27749634,75.72650146,23198000,2020,2,14,72.68758341433333,72.68758341433333,2.118133800781106
31,2020-02-18,75.69759369,75.97200012,76.52799988,75.55049896,75.71700287,25642000,2020,2,18,72.938850148,72.79353234032259,2.0418770028995166
32,2020-02-19,75.96810913,76.24349976,76.53700256,76.0490036,76.36000061,22746000,2020,2,19,73.21110026,72.9013438221875,1.9114748587490504
33,2020-02-20,75.57553101,75.84950256,76.35350037,75.21299744,75.95050049,25962000,2020,2,20,73.409733581,72.99068196575757,1.8635292075610368
34,2020-02-21,73.9050827,74.17299652,75.54750061,73.92449951,75.22899628,42520000,2020,2,21,73.55698343866668,73.0254559232353,1.7349169663257624
35,2020-02-24,70.73657227,70.99299622,71.81900024,70.33950043,71.15249634,49560000,2020,2,24,73.58168334933335,72.967385646,1.6909594767708855
36,2020-02-25,69.06562805,69.31600189,71.84249878,69.02100372,71.55000305,51580000,2020,2,25,73.52590001399999,72.86595831944445,1.8032944478215795
37,2020-02-26,69.27237701,69.52349854,70.6835022,68.82749939,69.74900055,49776000,2020,2,26,73.46175003033335,72.77562156864865,1.9107891443944014
38,2020-02-27,65.5100174,65.74749756,68.47000122,65.71199799,67.95700073,62290000,2020,2,27,73.25328318266666,72.5906709368421,2.3631944805611695
39,2020-02-28,66.72062683,66.96250153,67.12249756,63.41049957,63.71549988,80198000,2020,2,28,73.10104980466667,72.44635890076924,2.61206234829189
40,2020-03-02,69.06562805,69.31600189,69.37349701,66.26000214,67.56950378,55430000,2020,3,2,73.01291656500001,72.3680999755,2.6951731346830217
41,2020-03-03,66.64441681,66.88600159,70.40950012,66.46199799,69.88400269,56602000,2020,3,3,72.82551651033333,72.2343902587805,2.9177540652425438
42,2020-03-04,68.83049011,69.08000183,69.13899994,66.84999847,67.94799805,47598000,2020,3,4,72.66231664066667,72.15928577238095,2.987281208809994
43,2020-03-05,65.50055695,65.73799896,67.6815033,65.08200073,67.27749634,54380000,2020,3,5,72.38316650433333,72.00995352093024,3.2286274032276334
44,2020-03-06,64.55299377,64.78700256,65.13749695,62.86050034,63.49750137,64640000,2020,3,6,72.06961669966668,71.84579554454545,3.492711718011704
45,2020-03-09,60.56992722,60.78950119,62.63650131,59.90200043,60.2480011,69252000,2020,3,9,71.62145017033335,71.60010011444444,4.027066704199433
46,2020-03-10,63.52820206,63.75849915,63.79249954,60.7254982,62.7195015,54872000,2020,3,10,71.30311673533333,71.42963052826087,4.259838469838119
47,2020-03-11,60.3263092,60.54499817,62.8465004,59.55699921,62.41350174,54732000,2020,3,11,70.935066605,71.19804260574469,4.689803579238526
49,2020-03-13,60.49420547,60.71350098,60.72000122,55.61449814,58.74950027,79400000,2020,3,13,70.54134992,70.97961465520834,5.034829027204815
53,2020-03-19,55.38273621,55.58349991,57.63050079,52.77750015,54.4109993,74064000,2020,3,19,69.96629994766667,70.66540823183674,5.704479706681868
56,2020-03-24,56.29642487,56.50049973,56.66650009,54.32149887,55.19900131,72468000,2020,3,24,69.42589988766667,70.3821100618,6.183171707644574
58,2020-03-26,57.93597794,58.14599991,58.57400131,54.60150146,55.73600006,76562000,2020,3,26,68.97613322000001,70.14218633333333,6.499300727968224
59,2020-03-27,55.31248856,55.51300049,57.55250168,55.20000076,56.37350082,62794000,2020,3,27,68.35556666133333,69.86085583634616,6.868536288077003
60,2020-03-30,57.10847473,57.31549835,57.54999924,54.92449951,56.63199997,58736000,2020,3,30,67.856000011,69.6241509781132,7.112264222542365
61,2020-03-31,57.88765335,58.09749985,58.66999817,56.83599854,57.43650055,65228000,2020,3,31,67.33263333733333,69.41069447574074,7.236503268447176
62,2020-04-01,54.90596008,55.10499954,56.47100067,54.67449951,56.20000076,51970000,2020,4,1,66.70428339733333,69.15059093145454,7.4566572732850105
63,2020-04-02,55.64976501,55.85150146,56.13850021,54.65650177,55.0,56410000,2020,4,2,66.05156682399999,68.91310719089286,7.522980038052767
64,2020-04-03,54.4376564,54.63499832,55.9394989,53.75400162,55.73550034,51374000,2020,4,3,65.355966823,68.66261405280702,7.5834536955168454
65,2020-04-06,58.94581985,59.15950012,59.53749847,56.25,56.65000153,63320000,2020,4,6,64.79690005033333,68.49876726086207,7.392754810006675
66,2020-04-07,58.91442871,59.12799835,61.03900146,58.86249924,60.8504982,61620000,2020,4,7,64.24551658666667,68.33994066915254,7.167296760414676
67,2020-04-08,60.13201523,60.34999847,60.74499893,59.19749832,60.15499878,40334000,2020,4,8,63.72596651733333,68.20677496583333,6.848438356683962
68,2020-04-09,60.11059189,60.32849884,61.09949875,59.62099838,60.9090004,54028000,2020,4,9,63.20451647466666,68.07168331133333,6.468897132045679
69,2020-04-13,60.30190277,60.52050018,60.72600174,59.11650085,60.07500076,38702000,2020,4,13,62.680416488666665,67.94575837433334,5.995690140425164
70,2020-04-14,63.03300476,63.26150131,63.78749847,61.42699814,61.99850082,63358000,2020,4,14,62.260816447,67.835275014,5.458721630395087
71,2020-04-15,62.63793564,62.86500168,63.75550079,61.70000076,62.32550049,42236000,2020,4,15,61.88388328566667,67.72043336216667,4.976961615584241
72,2020-04-16,62.64440918,62.87149811,63.66799927,61.90999985,63.35699844,57896000,2020,4,16,61.613166682,67.59742501566667,4.676187221454543
73,2020-04-17,63.71901321,63.95000076,64.5,63.29999924,64.08499908,51050000,2020,4,17,61.43429997766666,67.48009999583333,4.469445716238486
74,2020-04-20,62.8297348,63.05749893,63.8409996,62.8219986,63.49449921,35292000,2020,4,20,61.218766657333326,67.34025834383334,4.214541364152651
75,2020-04-21,60.38908386,60.60800171,62.5,60.25,62.13550186,49648000,2020,4,21,61.047450129000005,67.15036665583334,4.1276676140915
76,2020-04-22,62.69323349,62.92050171,63.99399948,61.86000061,62.05550003,46296000,2020,4,22,60.91271680166667,67.00688330316667,3.9916613735168225
77,2020-04-23,63.32892609,63.55849838,64.40750122,63.0265007,63.28699875,34202000,2020,4,23,60.720800018,66.86685829150001,3.7015721423834833
78,2020-04-24,63.59944534,63.83000183,63.88550186,62.20000076,62.75,37402000,2020,4,24,60.61893335933333,66.72222493483333,3.5656095596914543
79,2020-04-27,63.31348038,63.54299927,64.70500183,63.25299835,64.59999847,44186000,2020,4,27,60.43436660733334,66.548341624,3.2410732026281157
82,2020-04-30,67.09178925,67.33499908,67.5,66.07499695,66.56800079,55842000,2020,4,30,60.48759994466666,66.4353832245,3.342708525894202
83,2020-05-01,65.6280899,65.86599731,67.57150269,65.48300171,66.20449829,48872000,2020,5,1,60.52356643633333,66.296591568,3.39594482357644
84,2020-05-04,65.90608215,66.14499664,66.22350311,64.80049896,65.40650177,30806000,2020,5,4,60.70208295133333,66.16176656083333,3.5477749605776405
85,2020-05-05,67.20735931,67.4509964,68.55049896,66.75150299,66.875,39666000,2020,5,5,60.825166192999994,66.06414146416667,3.717461945555268
86,2020-05-06,67.02851868,67.27149963,68.43450165,67.25650024,67.90000153,31732000,2020,5,6,61.049382908333335,65.99222475666666,3.898428961994118
87,2020-05-07,68.21670532,68.46399689,68.80000305,67.6269989,68.06549835,30652000,2020,5,7,61.307732772,65.924541346,4.125597332071087
88,2020-05-08,68.96698761,69.21700287,69.83200073,68.60050201,69.09100342,33326000,2020,5,8,61.76218287066667,65.86424140916667,4.223048465450383
89,2020-05-11,69.92601013,70.17949677,70.77649689,68.77500153,68.83950043,32718000,2020,5,11,62.218149438666664,65.82202466316667,4.3712174204868575
90,2020-05-12,68.51065063,68.75900269,70.71649933,68.72550201,70.41100311,33918000,2020,5,12,62.571916198000004,65.774024709,4.458871599365607
91,2020-05-13,67.17298126,67.41649628,69.26650238,66.40049744,68.80799866,40368000,2020,5,13,62.968699391,65.66213302616667,4.337022259808232
92,2020-05-14,67.59794617,67.84300232,67.86849976,66.16500092,66.6760025,36660000,2020,5,14,63.319616190000005,65.5878081005,4.289477781169161
93,2020-05-15,68.4050293,68.65299988,68.72899628,66.94999695,67.41300201,41544000,2020,5,15,63.671466191,65.50204976416667,4.2792583116596
94,2020-05-18,69.00884247,69.25900269,69.63800049,67.70999908,68.07900238,47094000,2020,5,18,64.14326629600001,65.42377484666666,4.077726937433899
95,2020-05-19,68.4717865,68.72000122,69.62449646,68.68800354,69.27400208,31586000,2020,5,19,64.572216288,65.311891556,3.8456471044719827
96,2020-05-20,70.20350647,70.45800018,70.60150146,69.3710022,69.45800018,38262000,2020,5,20,65.09964968333334,65.22780825316667,3.5058061171300015
97,2020-05-21,70.08344269,70.33750153,70.82299805,69.71949768,70.54949951,30894000,2020,5,21,65.47224973033333,65.13457489033333,3.446209365217175
98,2020-05-22,70.4067688,70.66200256,70.84999847,69.79750061,70.19499969,28544000,2020,5,22,65.85671653733333,65.051116562,3.3562292971892673
99,2020-05-26,70.8117981,71.0684967,72.25550079,70.97000122,72.09799957,44590000,2020,5,26,66.21399981166667,64.96998316450001,3.320122277616084
100,2020-05-27,70.75749969,71.01399994,71.26750183,69.73000336,71.0,31684000,2020,5,27,66.57018318166666,64.88734982816666,3.239135836033039
101,2020-05-28,70.65586853,70.91200256,72.22299957,69.95400238,70.0,35170000,2020,5,28,66.91656659433333,64.7984915415,3.1234447992242447
102,2020-05-29,71.41710663,71.6760025,71.83650208,70.7990036,71.02149963,37044000,2020,5,29,67.19704996733334,64.72893320716666,3.161481076046235
103,2020-06-01,71.48436737,71.74349976,72.07900238,71.11399841,71.28500366,25162000,2020,6,1,67.49299990333333,64.6884415945,3.157530067275166
104,2020-06-02,71.85501862,72.1155014,72.15000153,71.08049774,71.75,23442000,2020,6,2,67.80113334633333,64.70715001416667,3.141988950279668
105,2020-06-03,71.70257568,71.96250153,72.45050049,71.58100128,72.13500214,27732000,2020,6,3,68.06821670533334,64.7512583415,3.14388568982321
106,2020-06-04,70.45957184,70.71499634,72.06600189,70.30049896,71.83899689,26982000,2020,6,4,68.323466619,64.77111663816666,3.0318997910563557
107,2020-06-05,71.74092865,72.00099945,72.31500244,70.3809967,70.78199768,42642000,2020,6,5,68.70323321033334,64.87534166966667,2.730727091450722
108,2020-06-08,72.14048767,72.40200043,72.44999695,71.22399902,71.31400299,33878000,2020,6,8,69.01928316766666,64.96599998466667,2.5830582720403528
109,2020-06-09,72.3417511,72.60399628,73.38999939,72.11799622,72.26200104,33624000,2020,6,9,69.32079976433333,65.02079989116666,2.4480544064024485
110,2020-06-10,72.97047424,73.23500061,73.6384964,72.71800232,73.07550049,31762000,2020,6,10,69.63429972366666,65.1266165415,2.3194810692968417
111,2020-06-11,69.84181976,70.09500122,72.58000183,69.92050171,72.05149841,47144000,2020,6,11,69.85269978866667,65.143533198,2.0145772851214394
112,2020-06-12,70.39083099,70.64600372,71.72550201,69.29000092,71.29299927,36676000,2020,6,12,69.96306661,65.22533327733333,1.9618975394667306
113,2020-06-15,70.78041077,71.03700256,71.25,69.36000061,69.47450256,30468000,2020,6,15,70.13543345166666,65.329499944,1.8108701322284828
114,2020-06-16,72.06227112,72.32350159,72.85849762,71.44950104,72.44999695,30648000,2020,6,16,70.34138361666666,65.521733284,1.6886013448627746
115,2020-06-17,72.3646698,72.6269989,73.11000061,71.75650024,72.64700317,30610000,2020,6,17,70.51391703333334,65.66954161316667,1.647009056351751
116,2020-06-18,71.4469986,71.70600128,72.64849854,71.31199646,72.49250031,34862000,2020,6,18,70.66173375499999,65.85555833166667,1.5415937438027294
117,2020-06-19,70.97470856,71.23200226,72.22499847,70.94999695,72.0,52784000,2020,6,19,70.75400060066666,66.03086668633334,1.4874021622157272
118,2020-06-22,72.27101135,72.53299713,72.54750061,70.95950317,71.25050354,29442000,2020,6,22,70.86453374266667,66.31335830666667,1.4924468446105383
119,2020-06-23,72.93460083,73.1989975,73.76000214,72.25,72.59999847,37752000,2020,6,23,70.965183767,66.59166660283333,1.5455281710089332
120,2020-06-24,71.37625885,71.63500214,73.78949738,71.5,73.16400146,31592000,2020,6,24,71.06105041533333,66.81648330666667,1.4922416806950032
121,2020-06-25,71.79473877,72.05500031,72.11599731,70.97699738,71.56099701,23958000,2020,6,25,71.21566721633333,67.09218330366667,1.3334521269051576
123,2020-06-29,69.60617065,69.85849762,69.90000153,67.58249664,68.01699829,45074000,2020,6,29,71.282850393,67.3012332915,1.201957829616713
124,2020-06-30,70.64640045,70.90249634,71.19999695,69.34649658,69.84400177,40286000,2020,6,30,71.35783360833334,67.51464989966667,1.0979017151631323
125,2020-07-01,71.83957672,72.09999847,72.4240036,70.70899963,70.95850372,42182000,2020,7,1,71.45253346766665,67.79789988183333,1.0311181186893548
126,2020-07-02,73.23103333,73.49649811,74.4260025,72.55349731,72.59200287,57218000,2020,7,2,71.61175003066667,68.09198315933332,0.9610248520694826
127,2020-07-06,74.71166229,74.98249817,75.5,73.84899902,74.40750122,44712000,2020,7,6,71.76256663033334,68.43110815683333,1.1162117139654337
128,2020-07-07,74.22692108,74.4960022,76.06600189,74.48500061,74.8065033,42364000,2020,7,7,71.90118331933333,68.68671652483334,1.1889774076428412
129,2020-07-08,74.9084549,75.18000031,75.5585022,74.61499786,75.04000092,31766000,2020,7,8,72.05178324433334,68.95424989083334,1.3068917162535265
130,2020-07-09,75.65872955,75.93299866,76.45700073,74.77950287,75.49649811,41836000,2020,7,9,72.21393330966667,69.21396656066668,1.4720290259772293
131,2020-07-10,76.67255402,76.95050049,77.06700134,75.03600311,75.66249847,35918000,2020,7,10,72.41181666133333,69.49099992149999,1.688293446490616
132,2020-07-13,75.33840179,75.6115036,78.81800079,75.32800293,77.49700165,42954000,2020,7,13,72.568466696,69.74251664516666,1.7608000263253782
133,2020-07-14,75.76833344,76.04299927,76.13999939,74.29650116,74.63950348,38108000,2020,7,14,72.714033255,69.95554161116667,1.8620741199939763
134,2020-07-15,75.5700531,75.84400177,76.8164978,74.89150238,76.16149902,31026000,2020,7,15,72.85071665533334,70.17185827933334,1.9373513549597194
135,2020-07-16,75.47241211,75.7460022,75.79550171,74.41349792,75.07499695,26484000,2020,7,16,72.97173334866667,70.3864333475,2.0021485322960806
136,2020-07-17,75.56855774,75.84249878,76.17150116,74.90499878,75.84549713,34264000,2020,7,17,73.10106659033335,70.58464164783332,2.0592122388295335
137,2020-07-20,77.90957642,78.19200134,78.45050049,75.13500214,75.75,30166000,2020,7,20,73.35030009033333,70.83688335466667,2.2075970830527436
138,2020-07-21,77.51499939,77.79599762,79.35250092,77.6309967,79.25150299,27486000,2020,7,21,73.543466696,71.12334995316668,2.3353008794772134
139,2020-07-22,77.95988464,78.24250031,78.34899902,77.16149902,77.78549957,24482000,2020,7,22,73.73815002533334,71.3787165965,2.4760661196703486
140,2020-07-23,75.56357574,75.83750153,78.51750183,75.42949677,78.29650116,33910000,2020,7,23,73.84593353366667,71.583366649,2.4952966303001824
141,2020-07-24,75.13812256,75.41049957,75.77149963,74.37950134,74.95950317,29902000,2020,7,24,73.91845016566667,71.77637494466667,2.508506362220806
142,2020-07-27,76.19528198,76.47149658,76.87799835,75.61650085,75.66300201,27124000,2020,7,27,74.131000011,71.99184989983334,2.4426489434052927
143,2020-07-28,74.91094208,75.18250275,76.30049896,75.02600098,76.25,30910000,2020,7,28,74.28221664533334,72.12264162766665,2.358432754794352
144,2020-07-29,75.90035248,76.17549896,76.66649628,75.15049744,75.25,22676000,2020,7,29,74.45349985866667,72.29446665516667,2.3005015344935678
145,2020-07-30,76.64067841,76.91850281,77.04450226,74.75849915,74.89849854,36042000,2020,7,30,74.60666656600002,72.47402509133333,2.306755130380087
147,2020-08-03,73.87021637,74.13800049,74.8864975,73.58599854,74.55000305,45482000,2020,8,3,74.65703328566666,72.58547515949999,2.278360854710208
148,2020-08-04,73.39892578,73.66500092,74.65550232,73.20149994,74.33550262,37212000,2020,8,4,74.72233327366668,72.69203351433333,2.218142536129915
149,2020-08-05,73.6873703,73.95449829,74.5,73.56099701,73.84100342,29134000,2020,8,5,74.81308314133334,72.78354187099998,2.1241195078871105
150,2020-08-06,74.97570038,75.24749756,75.31349945,73.59500122,73.80750275,33306000,2020,8,6,74.90356648900001,72.88405011583335,2.0810220749109196
151,2020-08-07,74.64790344,74.91850281,76.00450134,74.31349945,75.45200348,27718000,2020,8,7,74.96088333266667,72.96303354983333,2.0559840705316557
152,2020-08-10,74.57067108,74.84100342,75.35749817,73.87449646,74.54000092,20546000,2020,8,10,75.067750042,73.06440022866667,1.9581422857756088
153,2020-08-11,73.75961304,74.02700043,75.52200317,73.90950012,74.69999695,31098000,2020,8,11,75.13348337933333,73.17457529783334,1.8852621494017143
154,2020-08-12,75.08979034,75.36199951,75.58350372,74.25,74.35600281,22512000,2020,8,12,75.31693344233334,73.29989191766667,1.6005313221186315
155,2020-08-13,75.55859375,75.83249664,76.84850311,75.41049957,75.41049957,22388000,2020,8,13,75.48126678566665,73.41955019699999,1.367828658454585
156,2020-08-14,74.9597702,75.23149872,75.98950195,74.94999695,75.68049622,21942000,2020,8,14,75.58565012733334,73.51909179750001,1.2114430570159398
157,2020-08-17,75.53816986,75.81199646,76.18900299,75.25,75.79850006,19990000,2020,8,17,75.66283340566666,73.63729171816667,1.145729595716609
158,2020-08-18,77.50802612,77.78900146,77.86849976,76.08350372,76.30599976,28378000,2020,8,18,75.75638351533333,73.75947507283334,1.201484408904058
159,2020-08-19,76.95154572,77.23049927,78.44300079,77.0,77.62449646,30472000,2020,8,19,75.84753341766667,73.8743583685,1.2062850612035227
160,2020-08-20,78.5278244,78.8125,79.00849915,76.72299957,76.99849701,26382000,2020,8,20,75.96861674066666,74.0101999925,1.3144315287430783
161,2020-08-21,78.49395752,78.77850342,79.59400177,78.1155014,78.58999634,34838000,2020,8,21,76.06346689933333,74.1387001045,1.4108993829312102
162,2020-08-24,78.97122192,79.25749969,80.43900299,78.7519989,79.62349701,25638000,2020,8,24,76.14036687266666,74.276091767,1.519597084686433
163,2020-08-25,80.00248718,80.29250336,80.44400024,78.89399719,79.00499725,25150000,2020,8,25,76.29640019799999,74.432433447,1.6937637418571703
164,2020-08-26,81.90956116,82.20649719,82.63950348,80.0490036,80.31500244,52188000,2020,8,26,76.50185012866667,74.60794169183333,2.006841548200065
165,2020-08-27,81.13188934,81.4260025,82.39949799,80.94049835,82.33049774,31350000,2020,8,27,76.68791681966667,74.7693167375,2.193806836937331
166,2020-08-28,81.67541504,81.97149658,82.06749725,81.28050232,81.47350311,22418000,2020,8,28,76.89543329899999,74.93358332383333,2.3875249336355546
167,2020-08-31,81.18221283,81.47650146,82.22499847,81.26650238,82.17849731,26422000,2020,8,31,77.08323338833334,75.09214998933334,2.5197662189113075
168,2020-09-01,82.45508575,82.7539978,82.96099854,81.47650146,81.60800171,22652000,2020,9,1,77.23529993700001,75.29280001366668,2.71878464053278
169,2020-09-02,85.55934143,85.86949921,86.30500031,83.0094986,83.40049744,49522000,2020,9,2,77.50441665666668,75.52394167633334,3.142721249207228
170,2020-09-03,81.18121338,81.47550201,85.0,80.38549805,84.97599792,63726000,2020,9,3,77.61218337999999,75.67516670266666,3.223301745109441
171,2020-09-04,78.77493286,79.0605011,81.74949646,76.89849854,80.44999695,55850000,2020,9,4,77.719616699,75.78277511633334,3.2158144839974603
172,2020-09-08,75.90483856,76.18000031,77.77749634,75.82499695,76.25,54032000,2020,9,8,77.74526672366666,75.83185844466668,3.199790295208594
173,2020-09-09,77.08207703,77.3615036,77.93599701,76.25849915,77.44499969,39242000,2020,9,9,77.77493362433333,75.95296681766668,3.19168888420058
174,2020-09-10,76.02689362,76.30249786,78.68299866,76.0,77.50900269,33024000,2020,9,10,77.81226679466667,76.04724172,3.166772622010998
175,2020-09-11,75.51425171,75.78800201,76.93499756,74.65100098,76.40750122,30706000,2020,9,11,77.79935022966667,76.12642504416667,3.174459770441177
176,2020-09-14,75.16899872,75.4414978,77.84999847,75.25550079,76.58249664,42660000,2020,9,14,77.75011672933333,76.17839164766669,3.1999434691506305
177,2020-09-15,76.47875214,76.7559967,77.54949951,76.10500336,76.39450073,23042000,2020,9,15,77.83738326966666,76.24720827766667,3.133038270903574
178,2020-09-16,75.3314209,75.60449982,77.71849823,75.57949829,77.12400055,22128000,2020,9,16,77.90203323299998,76.31218325333333,3.0632051103641076
179,2020-09-17,74.08344269,74.35199738,74.93299866,73.1230011,74.29049683,40008000,2020,9,17,77.91528320266667,76.364183172,3.046354500151226
180,2020-09-18,72.29242706,72.55449677,74.76000214,71.58100128,74.41500092,63056000,2020,9,18,77.82551650966666,76.36454149933334,3.16504184013003
181,2020-09-21,71.24872589,71.50700378,72.00299835,70.13400269,71.58100128,56908000,2020,9,21,77.71179987533334,76.336341604,3.3300726714687285
182,2020-09-22,72.72735596,72.99099731,73.19850159,71.47499847,72.51599884,33950000,2020,9,22,77.650133005,76.35894152350001,3.4014325400287437
183,2020-09-23,70.21496582,70.46949768,72.65399933,70.13400269,72.60449982,37726000,2020,9,23,77.53154958,76.33251647966667,3.5889443725125454
184,2020-09-24,70.8860321,71.14299774,71.89949799,70.10749817,70.13400269,34552000,2020,9,24,77.39091618766665,76.353924815,3.7556782028414313
185,2020-09-25,71.6931076,71.95300293,72.29699707,70.38400269,71.25250244,30326000,2020,9,25,77.26159973066667,76.37143325816668,3.8760493167277983
186,2020-09-28,72.66956329,72.93299866,73.64949799,72.31400299,73.59950256,30784000,2020,9,28,77.18498306199999,76.38531659466666,3.9397547821617023
187,2020-09-29,73.03623962,73.3010025,73.59999847,72.69999695,73.19550323,31816000,2020,9,29,77.10128326333333,76.3820583345,3.9961982263803186
188,2020-09-30,73.01531219,73.27999878,74.30999756,72.78800201,73.04699707,40924000,2020,9,30,76.950983174,76.35368334466668,4.053818816656877
189,2020-10-01,74.12628174,74.39499664,74.75350189,73.83999634,74.18299866,32884000,2020,10,1,76.85646641966667,76.35199991866666,4.0800477446443
190,2020-10-02,72.51712036,72.77999878,73.95149994,72.36750031,72.98149872,31222000,2020,10,2,76.65538304566667,76.31199989316666,4.128685954892262
191,2020-10-05,73.873703,74.14150238,74.23500061,73.00450134,73.13249969,21602000,2020,10,5,76.50081634433333,76.28214162183332,4.133257101025213
192,2020-10-06,72.28895569,72.5510025,74.22599792,72.25050354,73.77500153,26096000,2020,10,6,76.277266438,76.20881665533334,4.160293023292561
193,2020-10-07,72.69348145,72.95700073,73.44850159,71.66149902,72.96549988,36108000,2020,10,7,76.03274968366668,76.16457494083333,4.131633586448804
194,2020-10-08,73.9036026,74.17150116,74.40149689,73.27249908,73.27249908,26076000,2020,10,8,75.76491648266666,76.13338330566667,3.9750885298128393
195,2020-10-09,75.24971008,75.52249908,75.59249878,74.34999847,74.64299774,32966000,2020,10,9,75.56813303533333,76.1280249275,3.828602406941794
196,2020-10-12,77.94692993,78.22949982,79.42099762,76.46499634,76.90000153,55344000,2020,10,12,75.44339981,76.1694165545,3.6704822217959006
197,2020-10-13,78.07048798,78.35350037,79.25800323,77.9315033,78.85050201,39072000,2020,10,13,75.33929977366665,76.211266581,3.535270646120003
198,2020-10-14,77.88964081,78.17199707,79.19249725,77.29499817,78.73000336,33174000,2020,10,14,75.18656641599999,76.21093317649999,3.2946802497402863
199,2020-10-15,77.49258423,77.77349854,78.56999969,77.0565033,77.22499847,31210000,2020,10,15,74.916699727,76.21055819183333,2.6598868548074037
200,2020-10-16,78.10187531,78.38500214,78.88549805,77.88300323,78.09149933,34194000,2020,10,16,74.81368306466668,76.21293322233333,2.448559080779225
201,2020-10-19,76.22119141,76.49749756,79.19650269,76.14600372,78.79650116,29734000,2020,10,19,74.72824961333332,76.22393315616667,2.3374655238555504
202,2020-10-20,77.27388,77.55400085,78.69200134,76.02500153,76.15550232,41670000,2020,10,20,74.77404963133334,76.25965817750001,2.3799664435331636
203,2020-10-21,79.01306915,79.29949951,80.75700378,78.35700226,78.49250031,60322000,2020,10,21,74.838649495,76.30679155966666,2.4769457847056113
